test_id,case,config_sha256,quantity,expected,measured,error,tolerance,status,verification_kind,run_dir,note
G09-demo,app.py（端到端链路）,,措辞守卫,全部图层标签不含被禁词（7 项）,"被禁词表 ('热影响区', 'HAZ', '温度场', '温度分布', '热输入', '温度')；命中 0 项",,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_ui_demo_probe,标签只描述该图实际是什么量
G09-demo,app.py（端到端链路）,,措辞守卫（不可用原因）,不可用原因文案不含被禁词,命中 0 项,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_ui_demo_probe,如 threshold_mask 如实报不可用，不用无关量凑数
G09-demo,app.py（端到端链路）,,界面全链路（AppTest）,首屏无异常,异常=0 错误=0,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_ui_demo_probe,AppTest 真实执行 app.py
G09-demo,app.py（端到端链路）,,界面全链路（AppTest）,点「提交计算」后无异常且出结果,异常=0 错误=0｜solve_count=1｜status=completed｜快照=4,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_ui_demo_probe,选 CFRP + synthetic_demo + 铺层模板 → 提交
G09-demo,app.py（端到端链路）,,界面结果区渲染,结果页重跑无异常,异常=0 错误=0,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_ui_demo_probe,结果区在提交后重新渲染
G09-demo,app.py（端到端链路）,,分相诊断面板,结果区出现「相结构诊断」面板,相结构诊断｜laminated_fiber_composite｜算法 structure_v1｜种子 20260911｜相数 2,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_ui_demo_probe,面板含目标/实际体积分数、同相合并说明、各相摘要与截断诊断
G09-demo,app.py（端到端链路）,,历史读取同源,读回历史带出同源结构诊断且不求解,solve_count=0 read_count=1｜结构类型=laminated_fiber_composite｜截断诊断行=6｜phase_id=有,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_ui_demo_probe,read_existing_run 与实时提交共用 build_structure_diagnostics
U03-browser,webui（真实浏览器）,,运行环境,真实系统浏览器,chrome 152.0.7977.84｜C:/Program Files/Google/Chrome/Application/chrome.exe,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,真实求解=True｜结果：C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check\probe\result.json
U03-browser,webui（真实浏览器）,,首页返回 200（实际 200）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,页面未显示 boot-error 面板,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,无未捕获 JS 异常,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,无失败请求（favicon 除外）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,无 console error（favicon 404 除外）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,4/4 个工作区可切换并激活,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,可选中真实材料卡并回读一致（zirconia_ysz_machining_effective_n3）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,材料卡元信息随选择更新（#material-meta 非空）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,真实算例模板可载入并写入参数（alsic_particle_composite.json，E=5333.3）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,载入模板后材料卡随之回填（期望 alsic_sicp_aa2024_1030nm，实际 alsic_sicp_aa2024_1030nm）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,载入模板后运行模式随之回填（期望 synthetic_demo，实际 synthetic_demo）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,提交后求解次数 +1（0 → 1，等待 3s）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,确实发生了 POST /api/solve,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,形貌 canvas 已真实绘制（800×800）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,越界入射角后显示结构化错误（含错误码/原因/要求）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,错误提示在超时前出现（未无限等待）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,准入失败不计入求解次数（1 → 1）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,"4 条曲线的轴名/单位都非空且非 ""[object Object]""",,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,改参数后出现过期标记并说明「显示的是上一次运行」,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,改参数本身不触发求解（1 → 1）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,读历史后求解次数不变（1 → 1）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,读历史后读取次数 +1（0 → 1）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,读历史未触发 POST /api/solve,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,拖动时间轴/切截面/换图层/转置共 4 次，求解次数不变（1 → 1）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,快照元信息完整（事件/时刻/遍次均非 undefined）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,回放画布已按快照尺寸绘制（805×805）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,U03-9 下载,,未运行,,,未运行,数值实现验证,,前端未实现下载/导出（index.html 无下载控件、main.js 无 Blob/createObjectURL）
U03-browser,webui（真实浏览器）,,查表后求解次数不变（1 → 1）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,查表未触发 POST /api/solve,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,面板显示「数据支持范围」,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,面板同时给出分组五折误差（不只报留出）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,面板明确标注「辅助手段，不替代物理引擎验证」,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,给出宽/深预测结果,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,预测后求解次数不变（1 → 1）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,预测未触发 POST /api/solve（独立通道）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,案例表列出文献算例（D02-*）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,等效脉冲数带「非真实事件序列」标注（不得写成脉冲数）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,案例表未把等效值表述为真实脉冲数,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,页面声明无实测三维形貌 / 重建须标注,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,回放后求解次数不变（1 → 1）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,回放未触发 POST /api/solve,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
U03-browser,webui（真实浏览器）,,所有被点击的控件都真实响应（无「点不到」）,,符合,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\_browser_check,
G09-table,curves/analytic_fixture_depth_vs_fluence.curve.json,,曲线去向（语义路由）,event_kernel（event_kernel 仅限 event_depth_increment）,"event_kernel｜可进事件核=True｜派生=removal_depth_per_pulse,local_depth",,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports,"原始点 9｜有效区间 [1.0, 40.0]"
G09-table,curves/sic4h_measured_single_pulse_crater.curve.json,,曲线去向（语义路由）,event_kernel（event_kernel 仅限 event_depth_increment）,"event_kernel｜可进事件核=True｜派生=removal_depth_per_pulse,local_depth",,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports,"原始点 4｜有效区间 [6.92, 10.82]"
G09-table,curves/sic_threshold_vs_effective_n.curve.json,,曲线去向（语义路由）,evaluator（event_kernel 仅限 event_depth_increment）,evaluator｜可进事件核=False｜派生=threshold_fluence,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports,"原始点 7｜有效区间 [1.0, 720.0]"
G09-table,curves/synthetic_volume_per_energy.curve.json,,曲线去向（语义路由）,evaluator（event_kernel 仅限 event_depth_increment）,"evaluator｜可进事件核=False｜派生=removal_volume,removal_volume_per_energy",,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports,"原始点 6｜有效区间 [0.35, 8.0]"
G09-table,tests/fixtures/curves_invalid/*,,无效曲线卡是否按预期码拒收,14 组分别触发预期错误码（CONFIG_INVALID / NUMERIC_NONFINITE / …）,通过 14/14,,全通过（14 项）,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_errors.csv,明细见 table_errors.csv
G09-table,lookup_below_range,,行为级拒收错误码,`TABLE_OUT_OF_RANGE`,`TABLE_OUT_OF_RANGE`,,码一致,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_errors.csv,越界：低于有效区间下界（不得返回 0）
G09-table,lookup_above_range,,行为级拒收错误码,`TABLE_OUT_OF_RANGE`,`TABLE_OUT_OF_RANGE`,,码一致,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_errors.csv,越界：高于有效区间上界
G09-table,pchip_without_scipy,,行为级拒收错误码,`NOT_IMPLEMENTED`,`NOT_IMPLEMENTED`,,码一致,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_errors.csv,PCHIP 缺 SciPy 时必须显式报错，不得静默退化为线性
G09-table,local_depth_from_volume,,行为级拒收错误码,`CONFIG_INVALID`,`CONFIG_INVALID`,,码一致,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_errors.csv,体积曲线不得反推局部去除深度
G09-table,event_kernel_from_threshold,,行为级拒收错误码,`RESPONSE_SEMANTICS_INVALID`,`RESPONSE_SEMANTICS_INVALID`,,码一致,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_errors.csv,阈值曲线不得进入逐事件核
G09-table,condition_mismatch_on_event_curve,,行为级拒收错误码,`CONDITION_MISMATCH`,`CONDITION_MISMATCH`,,码一致,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_errors.csv,固定条件不匹配时拒绝逐事件核
G09-table,unknown_interpolation_method,,行为级拒收错误码,`CONFIG_INVALID`,`CONFIG_INVALID`,,码一致,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_errors.csv,未登记的插值方法拒绝
G09-table,analytic_fixture_depth_vs_fluence,,越界查询返回值,None（不是 0，也不外推）,越界=[None]｜状态=below_range,,值必须为 None,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_errors.csv,低于量测区间不等于无去除
G09-table,analytic_fixture_depth_vs_fluence,,端点包含性,含端点（闭区间）,"[1.0, 40.0] 查值状态=ok",,status==ok,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\curve_interpolation.csv,端点不因浮点被判越界
G09-table,curves/*,,查表是否产生形貌表面文件,不产生（查表不是求解）,无 final_surface.npz（查表只读曲线）,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\table_lookup.md,批次 H（T14）：查表不接逐事件主循环；本批只开放 event_depth_increment 之外的语义路由
G09-threshold,tools/material_report.py,,配置层拒绝累计/平均能流基准,CONFIG_INVALID,4 个累计/平均基准 + 整份 RunConfig 均 CONFIG_INVALID,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\g09_threshold_protocol.csv,非法能流基准在配置层被拒，不靠界面禁用
G09-threshold,tools/material_report.py,,唯一注册基准 = 本事件入射能流,"('per_event_incident',)","唯一注册基准=('per_event_incident',)",,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\g09_threshold_protocol.csv,只登记「本事件入射能流」一种基准
G09-threshold,tools/material_report.py,,禁用时报不可用、不返回全 0 假数组,available=False｜分类=None,未开启→available=False｜分类返回 None（非全 0 数组）,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\g09_threshold_protocol.csv,禁用时如实报不可用，不返回假数组
G09-threshold,tools/material_report.py,,多候选须显式 candidate_index,未给索引→不可用,2 个候选：未给索引→不可用｜idx0=2.35e+04｜idx1=4.97e+04,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\g09_threshold_protocol.csv,多候选必须显式 candidate_index，不静默取默认
G09-threshold,tools/material_report.py,,多脉冲口径不得当单脉冲阈值,N=10 拦｜N=1 放行,高温合金 N=10→不可用｜CFRP Fth1→可用,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\g09_threshold_protocol.csv,按口径名机器识别多脉冲：N≥2 定点口径判不可用，N=1 端点放行
G09-threshold,tools/material_report.py,,缺阈值如实报不可用,available=False｜threshold=None,微晶玻璃（无阈值）→available=False｜threshold=None,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\g09_threshold_protocol.csv,缺阈值如实报不可用，不补近似值
G09-threshold,tools/material_report.py,,只按本事件能流判超阈（可判别构造）,累计超阈但掩膜为空,两发 0.6Fth（累计 1.2Fth）掩膜=空｜单发 1.2Fth 点亮 25 单元｜高度逐位不变,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\g09_threshold_protocol.csv,只按本事件能流判超阈，且协议不产生去除量
G09-threshold,tools/material_report.py,,求解器启用/禁用两态一致,启用记数落盘｜禁用不造假,启用：超阈单元·事件=185｜末态单元=37｜禁用：掩膜=None 且快照不写数组,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\g09_threshold_protocol.csv,启用时落盘并计数，禁用时不造假数组；threshold_only 深度仍为 null
G09-threshold,tools/material_report.py,,七材料能力入口：逐条探针实跑,全部成立,探针 27/27 成立｜开放 15｜红线 11｜缺口 1,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\g09_threshold_protocol.csv,七材料入口的开放/红线/缺口逐条实跑核验
G09-entries,data/materials/*.json,,七材料入口探针全部成立,全部 ok=True,探针 27/27｜开放 15｜红线 11｜缺口 1,,全部 ok=True,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\material_capability_table.csv,拦截不是文档声明：每条红线都跑出指定错误码
G09-entries,data/materials/diamond_*.json,,金刚石「合成形貌」记为缺口（非开放）,opened 中不含该项｜缺口探针证明当前打不开,"缺口 1 项｜[('金刚石', '合成形貌')]",,缺口探针 ok=True,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\material_capability_table.csv,规格要求开放但实现未支持，不得声称为已开放；留待 M2 放行前决策
G09-watermark,runs/g01_single_pulse,bbea1c49aee3ffeb946b1fa726b303b851dedf8fd004bfa73c8650f092fdd289,watermark.json 存在且非空,存在且含 material_id/run_mode/unit_mode,存在=True｜keys=19,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\g01_single_pulse,标签贯穿导出：单文件即可读出身份与模式
G09-watermark,runs/g01_single_pulse,bbea1c49aee3ffeb946b1fa726b303b851dedf8fd004bfa73c8650f092fdd289,metadata 含 run_mode/unit_mode/watermark,三者齐备,run_mode=reference_case｜unit_mode=SI｜watermark_keys=19,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\g01_single_pulse,模式与单位随结果落盘，回放同源
G09-watermark,runs/g01_single_pulse,bbea1c49aee3ffeb946b1fa726b303b851dedf8fd004bfa73c8650f092fdd289,statistics.csv 含 watermark.* 自描述行,watermark.material_id/run_mode/unit_mode 均存在,watermark.* 行数=12,,,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\runs\acceptance\g01_single_pulse,单独拿走 statistics.csv 仍能读出材料身份
G07,examples/ten_pulses.json,,0° 入射退化为正入射核（逐位一致）,height 完全相同,逐位=True,0,严格相等,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\ten_pulses.json,符号约定（μ=k·n）的等价性由本行锁定
G07,examples/oblique_plane_60deg.json,,60° 足迹长短轴比（应 = 1/cos60° = 2）,2（±2 格离散容差）,1.9917,0.0083,<= 0.03,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\oblique_plane_60deg.json,准直光束隔离投影；椭圆比由 r²=|q-q_f|²-s² 自然得到
G07,examples/oblique_plane_60deg.json,,60° 中心表面能流 = 法向对应值的 1/2,0.5×F_perp（μ=cos60°）,0.500000000000,1.110e-16,rel <= 1e-12,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\oblique_plane_60deg.json,F_s=μ·F_perp，只乘一次余弦（不再重复缩放光斑）
G07,examples/oblique_plane_60deg.json,,完整平面截获能量（应为 Ep）,1.160670e-05 J,1.160670e-05 J,1.685e-09,rel <= 1%,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\oblique_plane_60deg.json,投影面积元口径：ΣF_s·dx·dy = Ep
G07,examples/tilted_plane_dynamic_angle.json,,斜平面 Δh=-a_n/n_z（解析预测）,1.793211e-07 m,1.793211e-07 m,1.476e-16,rel <= 2%,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\tilted_plane_dynamic_angle.json,明确不是 -a_n·n_z；法向厚度转换计入 diagnostics.geometry
G07,examples/tilted_plane_dynamic_angle.json,,法向厚度转换被记录,转换次数 >= 1 且含近似说明,转换=1,,>= 1,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\tilted_plane_dynamic_angle.json,源文方向不明时不自动转换；此处核声明 surface_normal
G07,（入射角 70° 超范围）,,超出软件范围即停止（不裁剪角度）,GEOMETRY_UNSUPPORTED 且说明 60° 上限,ok=False｜码=['GEOMETRY_UNSUPPORTED'],,拒绝,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\src\ufdemo\config.py,支持范围是软件数值/展示范围，不是材料物理边界
G07,（竖直墙 + 60°）,,遮挡出现在墙的迎光侧,被遮挡列全部位于墙(x=80)迎光侧,列范围=64–79,,< 80,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\src\ufdemo\geometry.py,首次交点射线检查；表面起伏 ≤ 一步长时走解析快速路径
G08,examples/ten_pulses.json,,深度场最大绝对差 (m),与逐脉冲参考接近浮点一致,0.000e+00（尺度 2.000e-06）,0.000e+00,rel <= 1e-12,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\ten_pulses.json,冻结几何 + 固定阈值 + 同相：分组与参考仅差浮点舍入
G08,examples/ten_pulses.json,,归一化 L2 差（完整逐脉冲对照）,与逐脉冲参考接近浮点一致,0.000e+00,0.000e+00,<= 1e-12,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\ten_pulses.json,细则 10 节要求报告最大绝对差与归一化 L2 差
G08,examples/ten_pulses.json,,曝光/照射计数逐位一致,与参考逐位相等,曝光=True｜照射=False,,两者皆为 True,失败,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\ten_pulses.json,块级 touch_counts 语义 = 每单元被去除次数，与逐脉冲逐位对齐
G08,axial_defocus + zR=10μm（弱几何变化）,,深度场逐点判据通过数,全部单元满足 abs(d_g-d_ref) <= 0.01|d_ref| + 0.01δ_test,25921/25921 通过（最大相对差 0.5639%）,5.6394e-03,rel <= 1%,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\ten_pulses.json,打开允许的弱几何变化后，深度场与体积偏差均不超过 1%
G08,axial_defocus + zR=10μm（弱几何变化）,,去除体积相对差,abs(Vg-Vr) <= 0.01|Vr| + A_domain·0.01δ_test,0.1888%,1.8882e-03,rel <= 1%,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\ten_pulses.json,体积判据含绝对项，避免近零算例掩盖较大误差
G08,分组 × 分相/历史/动态角度,,配置层拦截（CONFIG_INVALID）,三种组合全部被拒,"{'structured_interface': True, 'history_enabled': True, 'dynamic_angle': True}",,全部为 True,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\src\ufdemo\config.py,未开放组合在配置层拦截，不靠运行期静默降级（细则 9.1 末）
G08,examples/ten_pulses.json,,批大小不变性（B=1/2/5/10）,各档均与参考一致,B=1:0.0e+00｜B=2:4.2e-22｜B=5:4.2e-22｜B=10:0.0e+00,,rel <= 1e-12,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\examples\ten_pulses.json,B=1 使用参考更新；奇数块按两个尽量等长的子块处理
B01,性能基准（正确性和基础开销（256×256、1000 脉冲、定点））,,求解耗时 / 峰值内存,见 docs/reports/performance_baseline.md,加速比=4.004｜峰值内存=7.153 MB｜块=16｜拒绝=0,,记录实测（非承诺）,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\performance_baseline.csv,定点脉冲：分组可复用光束补丁
B02,性能基准（局部更新 / Numba 收益（512×512、10000 脉冲、定点））,,求解耗时 / 峰值内存,见 docs/reports/performance_baseline.md,加速比=3.904｜峰值内存=27.76 MB｜块=79｜拒绝=0,,记录实测（非承诺）,通过,数值实现验证,C:\Users\RZF\Desktop\博士课题资料\工艺仿真软件\ultrafast-demo\docs\reports\performance_baseline.csv,同配置对照；不承诺固定加速倍数
